Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRE48,OUT010,471.3068467
NCL42,OUT027,5669.163351
FDR21,OUT045,2785.659303
NCW29,OUT035,1716.213779
FDO11,OUT013,3845.930347
NCM31,OUT049,1716.213779
FDV35,OUT019,471.3068467
FDF58,OUT017,858.3665937
NCE43,OUT049,2785.659303
FDA02,OUT035,2785.659303
DRL37,OUT010,207.1305035
FDR24,OUT018,1716.213779
FDW59,OUT049,1716.213779
FDS22,OUT049,858.3665937
FDW24,OUT017,858.3665937
FDU24,OUT035,1716.213779
FDA21,OUT027,5669.163351
FDH58,OUT027,2846.400823
FDW36,OUT018,1716.213779
FDI45,OUT027,4117.317713
FDU01,OUT018,2785.659303
FDF35,OUT027,2846.400823
FDU43,OUT019,471.3068467
FDE24,OUT019,471.3068467
FDK50,OUT049,2785.659303
FDG31,OUT045,858.3665937
FDC60,OUT045,1716.213779
FDL36,OUT013,1716.213779
FDP21,OUT013,2785.659303
FDW16,OUT045,1716.213779
FDX02,OUT017,3845.930347
FDQ58,OUT027,4117.317713
FDT51,OUT046,1716.213779
FDD59,OUT049,1716.213779
NCM42,OUT018,1716.213779
FDA57,OUT018,858.3665937
FDZ48,OUT035,1716.213779
FDE46,OUT045,2785.659303
NCZ30,OUT019,207.1305035
FDB56,OUT017,2785.659303
FDA25,OUT027,2846.400823
FDD20,OUT013,1716.213779
FDL25,OUT013,1716.213779
NCO18,OUT049,2785.659303
FDJ45,OUT017,858.3665937
FDR12,OUT035,2785.659303
NCF19,OUT010,207.1305035
FDK25,OUT046,2785.659303
NCR17,OUT046,1716.213779
FDC52,OUT046,2785.659303
NCA54,OUT017,2785.659303
FDR45,OUT010,471.3068467
NCM19,OUT049,1716.213779
FDF39,OUT027,5669.163351
FDX23,OUT049,1716.213779
FDD58,OUT027,2846.400823
FDX28,OUT013,1716.213779
NCD31,OUT013,2785.659303
FDU57,OUT018,2785.659303
FDI27,OUT046,858.3665937
NCM42,OUT046,1716.213779
FDD32,OUT027,2846.400823
FDI34,OUT013,3845.930347
NCM29,OUT049,1716.213779
FDG46,OUT018,1716.213779
DRC01,OUT010,207.1305035
FDB15,OUT027,5669.163351
NCA17,OUT027,4117.317713
FDF10,OUT046,2785.659303
FDR26,OUT027,5669.163351
FDI02,OUT049,1716.213779
NCM54,OUT010,207.1305035
FDF14,OUT013,2785.659303
FDJ33,OUT010,207.1305035
FDM20,OUT035,3845.930347
FDC03,OUT027,5669.163351
NCX05,OUT046,1716.213779
NCM41,OUT027,2846.400823
NCU29,OUT010,471.3068467
FDQ59,OUT017,1716.213779
FDH46,OUT010,207.1305035
FDH09,OUT013,858.3665937
NCD06,OUT045,858.3665937
FDC15,OUT035,2785.659303
DRD37,OUT027,858.3665937
FDT28,OUT027,4117.317713
FDR28,OUT027,4117.317713
FDT38,OUT017,1716.213779
FDV34,OUT027,858.3665937
FDY52,OUT035,858.3665937
FDB34,OUT013,1716.213779
DRL23,OUT018,1716.213779
DRB24,OUT046,2785.659303
FDJ50,OUT046,858.3665937
FDQ49,OUT035,2785.659303
FDP20,OUT035,1716.213779
FDV19,OUT027,4117.317713
NCR54,OUT045,2785.659303
FDO09,OUT010,471.3068467
FDS57,OUT018,1716.213779
FDN10,OUT049,1716.213779
FDV23,OUT049,1716.213779
FDY28,OUT049,3845.930347
DRG51,OUT013,2785.659303
FDD45,OUT019,207.1305035
NCL18,OUT027,5669.163351
NCM29,OUT013,1716.213779
FDF17,OUT027,5669.163351
FDE22,OUT017,2785.659303
FDQ22,OUT017,858.3665937
FDS01,OUT013,2785.659303
FDW35,OUT027,858.3665937
FDJ33,OUT046,1716.213779
NCF54,OUT035,2785.659303
FDE09,OUT013,1716.213779
NCE06,OUT045,2785.659303
DRH49,OUT049,1716.213779
FDY43,OUT045,2785.659303
NCT05,OUT017,3845.930347
FDZ34,OUT045,2785.659303
FDL38,OUT017,1716.213779
FDZ31,OUT017,2785.659303
FDR14,OUT035,858.3665937
NCN54,OUT049,1716.213779
NCC42,OUT027,2846.400823
FDK08,OUT017,1716.213779
FDP59,OUT013,1716.213779
FDV22,OUT035,2785.659303
FDD33,OUT035,3845.930347
DRE60,OUT027,5669.163351
FDK52,OUT046,3845.930347
FDA02,OUT017,2785.659303
FDM56,OUT049,1716.213779
FDE57,OUT035,1716.213779
FDM32,OUT045,1716.213779
NCQ30,OUT027,2846.400823
FDQ27,OUT027,2846.400823
FDT60,OUT027,2846.400823
FDU43,OUT049,3845.930347
NCO55,OUT035,1716.213779
FDG02,OUT045,2785.659303
FDJ28,OUT013,2785.659303
FDP40,OUT045,1716.213779
FDJ38,OUT045,2785.659303
NCC54,OUT017,3845.930347
NCZ41,OUT046,1716.213779
FDK38,OUT019,471.3068467
FDU52,OUT013,2785.659303
FDC40,OUT046,858.3665937
NCR30,OUT017,858.3665937
NCN18,OUT017,1716.213779
FDB50,OUT035,1716.213779
FDG04,OUT013,2785.659303
FDR26,OUT035,2785.659303
NCT17,OUT018,2785.659303
FDX35,OUT027,5669.163351
FDS12,OUT046,1716.213779
NCZ29,OUT027,2846.400823
FDB38,OUT010,471.3068467
FDP12,OUT013,858.3665937
FDP22,OUT046,858.3665937
FDS26,OUT018,3845.930347
FDR52,OUT046,2785.659303
DRJ13,OUT046,2785.659303
FDU48,OUT027,2846.400823
FDE29,OUT035,858.3665937
NCT29,OUT049,1716.213779
DRK37,OUT018,2785.659303
FDK55,OUT046,1716.213779
FDR07,OUT046,1716.213779
FDO21,OUT027,5669.163351
FDK46,OUT049,3845.930347
FDB12,OUT045,1716.213779
FDT31,OUT027,5669.163351
FDJ33,OUT045,1716.213779
FDC26,OUT027,2846.400823
NCQ02,OUT045,2785.659303
FDP08,OUT010,471.3068467
FDB11,OUT027,5669.163351
FDV55,OUT013,2785.659303
FDW20,OUT049,1716.213779
NCJ18,OUT019,207.1305035
FDC41,OUT018,858.3665937
FDE14,OUT027,2846.400823
FDG35,OUT013,2785.659303
FDF45,OUT035,858.3665937
FDS19,OUT027,2846.400823
FDS58,OUT019,471.3068467
FDA26,OUT017,3845.930347
FDM32,OUT049,1716.213779
FDL45,OUT046,1716.213779
FDZ55,OUT049,2785.659303
FDY37,OUT049,1716.213779
FDO46,OUT046,2785.659303
FDQ60,OUT046,1716.213779
FDA19,OUT018,1716.213779
FDL15,OUT046,2785.659303
FDM10,OUT018,3845.930347
NCL05,OUT017,858.3665937
DRK49,OUT010,207.1305035
NCE18,OUT027,5669.163351
FDG40,OUT049,858.3665937
DRI59,OUT045,3845.930347
FDK28,OUT035,3845.930347
NCD06,OUT019,207.1305035
FDO11,OUT019,471.3068467
FDK27,OUT046,1716.213779
FDT43,OUT027,858.3665937
FDD38,OUT018,1716.213779
FDA16,OUT049,3845.930347
FDL14,OUT027,4117.317713
NCM17,OUT049,858.3665937
FDD20,OUT045,1716.213779
FDA40,OUT045,1716.213779
FDL43,OUT045,1716.213779
FDV15,OUT045,1716.213779
FDE52,OUT046,1716.213779
NCL17,OUT010,471.3068467
NCJ31,OUT045,3845.930347
FDR60,OUT045,1716.213779
NCA18,OUT035,1716.213779
FDS21,OUT027,858.3665937
FDW09,OUT035,1716.213779
FDL26,OUT035,2785.659303
FDS47,OUT018,1716.213779
FDC39,OUT046,3845.930347
FDT51,OUT035,1716.213779
FDK40,OUT035,3845.930347
NCG19,OUT045,3845.930347
FDZ07,OUT046,858.3665937
FDF08,OUT027,2846.400823
FDO04,OUT013,858.3665937
FDK41,OUT018,1716.213779
FDP15,OUT049,3845.930347
NCD43,OUT018,1716.213779
NCP18,OUT013,2785.659303
FDZ51,OUT046,1716.213779
DRH13,OUT035,1716.213779
FDF38,OUT045,858.3665937
NCI43,OUT045,858.3665937
FDM38,OUT027,858.3665937
FDS03,OUT013,858.3665937
DRJ47,OUT017,2785.659303
FDT50,OUT010,207.1305035
FDV02,OUT046,2785.659303
NCG18,OUT017,1716.213779
FDW52,OUT046,2785.659303
FDS40,OUT035,858.3665937
FDN31,OUT017,2785.659303
FDA37,OUT045,1716.213779
FDA15,OUT046,3845.930347
FDL39,OUT046,2785.659303
FDJ53,OUT045,1716.213779
FDX22,OUT013,3845.930347
NCZ42,OUT045,3845.930347
FDD56,OUT027,4117.317713
FDD40,OUT017,2785.659303
FDS50,OUT013,3845.930347
NCN14,OUT013,2785.659303
FDT15,OUT013,2785.659303
NCS18,OUT027,2846.400823
NCO26,OUT010,207.1305035
FDF58,OUT018,858.3665937
NCB19,OUT013,1716.213779
FDH26,OUT017,1716.213779
DRB24,OUT027,4117.317713
FDA49,OUT018,1716.213779
FDB32,OUT045,1716.213779
FDI36,OUT017,2785.659303
NCA17,OUT010,471.3068467
FDH22,OUT013,1716.213779
NCM26,OUT018,2785.659303
FDT15,OUT027,5669.163351
FDB16,OUT018,1716.213779
NCP54,OUT027,2846.400823
FDJ36,OUT013,1716.213779
FDO28,OUT045,1716.213779
FDU09,OUT013,858.3665937
FDF29,OUT017,1716.213779
FDY08,OUT013,1716.213779
DRJ59,OUT018,858.3665937
FDT23,OUT027,2846.400823
FDU15,OUT018,858.3665937
FDT47,OUT013,1716.213779
FDI53,OUT019,471.3068467
FDR59,OUT018,3845.930347
FDD53,OUT035,858.3665937
FDY51,OUT017,3845.930347
FDT04,OUT049,858.3665937
FDU51,OUT049,2785.659303
FDG14,OUT035,2785.659303
NCU06,OUT045,3845.930347
DRG25,OUT046,2785.659303
DRH49,OUT035,1716.213779
FDN15,OUT035,1716.213779
FDL43,OUT018,858.3665937
NCT18,OUT049,2785.659303
NCB31,OUT013,3845.930347
FDK57,OUT035,1716.213779
FDY04,OUT019,471.3068467
NCP54,OUT046,1716.213779
FDF41,OUT013,3845.930347
FDM01,OUT045,1716.213779
FDW03,OUT045,1716.213779
FDF28,OUT045,1716.213779
FDY37,OUT017,1716.213779
FDQ03,OUT017,3845.930347
FDP51,OUT027,2846.400823
FDJ40,OUT017,1716.213779
FDC32,OUT049,1716.213779
DRI49,OUT027,2846.400823
NCW54,OUT017,858.3665937
FDF09,OUT017,858.3665937
FDP45,OUT018,3845.930347
DRJ23,OUT018,2785.659303
FDS59,OUT017,1716.213779
FDY08,OUT046,1716.213779
FDX16,OUT049,2785.659303
FDY16,OUT018,2785.659303
FDK32,OUT035,2785.659303
FDQ22,OUT013,858.3665937
NCC31,OUT018,2785.659303
FDG58,OUT049,2785.659303
DRF48,OUT013,2785.659303
DRH36,OUT049,858.3665937
NCR30,OUT035,858.3665937
FDB03,OUT019,471.3068467
FDZ28,OUT027,2846.400823
FDR35,OUT017,2785.659303
DRD15,OUT027,5669.163351
FDJ33,OUT019,207.1305035
FDA56,OUT010,207.1305035
FDP56,OUT046,858.3665937
NCT30,OUT046,858.3665937
FDK15,OUT017,1716.213779
FDH44,OUT018,2785.659303
FDV01,OUT013,2785.659303
DRG03,OUT017,2785.659303
FDG50,OUT027,2846.400823
FDR16,OUT010,471.3068467
FDZ60,OUT046,1716.213779
DRG03,OUT045,2785.659303
FDS56,OUT018,3845.930347
FDU33,OUT045,858.3665937
DRD27,OUT035,1716.213779
FDW22,OUT046,3845.930347
DRA24,OUT045,2785.659303
FDF38,OUT049,858.3665937
FDX48,OUT013,2785.659303
FDS58,OUT018,2785.659303
FDC32,OUT046,1716.213779
NCQ29,OUT045,3845.930347
DRK39,OUT018,1716.213779
NCS38,OUT017,1716.213779
DRO47,OUT013,1716.213779
DRG27,OUT027,858.3665937
FDC57,OUT027,5669.163351
FDS55,OUT046,2785.659303
NCJ06,OUT018,1716.213779
FDO01,OUT019,207.1305035
NCM55,OUT045,2785.659303
FDC52,OUT049,2785.659303
FDQ15,OUT045,1716.213779
NCT30,OUT027,858.3665937
NCR42,OUT027,858.3665937
FDD28,OUT035,858.3665937
FDQ34,OUT049,1716.213779
FDZ12,OUT027,2846.400823
DRE13,OUT019,207.1305035
NCN07,OUT019,207.1305035
FDM28,OUT035,2785.659303
FDI10,OUT017,2785.659303
FDQ25,OUT013,2785.659303
FDA38,OUT010,471.3068467
DRI13,OUT049,3845.930347
FDY20,OUT027,2846.400823
NCZ53,OUT035,2785.659303
NCM31,OUT013,2785.659303
DRB01,OUT017,2785.659303
DRF37,OUT046,3845.930347
NCF42,OUT049,2785.659303
FDF16,OUT018,2785.659303
FDB41,OUT013,858.3665937
FDR34,OUT013,3845.930347
FDR15,OUT018,2785.659303
NCV42,OUT019,207.1305035
FDW51,OUT035,3845.930347
FDU36,OUT017,1716.213779
FDX60,OUT049,1716.213779
FDY03,OUT035,1716.213779
FDW55,OUT045,3845.930347
FDT01,OUT010,471.3068467
FDG58,OUT013,2785.659303
FDK21,OUT017,3845.930347
NCS41,OUT019,471.3068467
FDS10,OUT045,2785.659303
NCT53,OUT046,2785.659303
FDJ28,OUT018,2785.659303
FDX44,OUT045,1716.213779
FDT20,OUT018,858.3665937
FDO44,OUT017,1716.213779
NCX17,OUT049,3845.930347
FDY01,OUT017,1716.213779
FDJ12,OUT027,5669.163351
DRK35,OUT018,858.3665937
FDD47,OUT019,471.3068467
NCM53,OUT035,1716.213779
FDO45,OUT013,1716.213779
NCM42,OUT010,207.1305035
FDE04,OUT046,2785.659303
NCI30,OUT027,5669.163351
FDZ19,OUT013,2785.659303
FDW57,OUT013,2785.659303
FDA25,OUT013,1716.213779
FDT22,OUT046,858.3665937
FDP51,OUT013,1716.213779
FDD48,OUT027,2846.400823
FDY39,OUT035,2785.659303
FDO48,OUT010,471.3068467
FDD23,OUT027,5669.163351
DRN35,OUT027,858.3665937
FDT01,OUT035,3845.930347
FDC20,OUT010,207.1305035
DRJ35,OUT035,858.3665937
FDB32,OUT046,1716.213779
FDL24,OUT046,2785.659303
NCV42,OUT035,1716.213779
FDZ46,OUT046,1716.213779
FDC15,OUT013,2785.659303
FDD08,OUT019,207.1305035
FDY50,OUT049,1716.213779
FDD36,OUT013,1716.213779
FDG57,OUT027,858.3665937
FDL21,OUT018,858.3665937
FDN16,OUT027,2846.400823
FDJ09,OUT027,858.3665937
FDS01,OUT010,471.3068467
FDV33,OUT017,3845.930347
DRE12,OUT017,1716.213779
FDR07,OUT013,1716.213779
FDP48,OUT010,471.3068467
NCB55,OUT035,858.3665937
FDQ08,OUT013,858.3665937
FDR34,OUT035,3845.930347
FDO33,OUT046,1716.213779
FDP13,OUT045,858.3665937
FDX12,OUT049,3845.930347
NCT06,OUT049,2785.659303
FDR16,OUT019,471.3068467
FDE36,OUT046,2785.659303
FDZ36,OUT049,2785.659303
FDV13,OUT045,1716.213779
NCZ17,OUT035,858.3665937
FDU56,OUT045,2785.659303
FDM09,OUT035,2785.659303
FDV02,OUT017,2785.659303
FDS34,OUT018,1716.213779
FDA11,OUT049,1716.213779
FDP09,OUT017,3845.930347
FDB29,OUT027,2846.400823
FDT19,OUT017,2785.659303
DRH15,OUT017,858.3665937
FDY38,OUT046,3845.930347
FDF14,OUT027,4117.317713
FDN48,OUT010,207.1305035
FDQ12,OUT013,3845.930347
NCJ43,OUT045,2785.659303
FDE17,OUT019,471.3068467
FDB05,OUT035,3845.930347
FDH10,OUT045,2785.659303
NCR06,OUT017,858.3665937
FDU32,OUT018,1716.213779
FDD56,OUT049,2785.659303
FDO36,OUT018,2785.659303
FDH16,OUT010,207.1305035
FDX10,OUT018,858.3665937
FDZ37,OUT017,1716.213779
FDU31,OUT010,471.3068467
DRC49,OUT049,1716.213779
FDL15,OUT045,2785.659303
FDN32,OUT019,471.3068467
DRH59,OUT027,858.3665937
NCU29,OUT049,2785.659303
FDR37,OUT019,471.3068467
FDS14,OUT018,2785.659303
FDU02,OUT027,5669.163351
FDJ08,OUT035,2785.659303
NCZ06,OUT045,3845.930347
FDO31,OUT049,1716.213779
FDH31,OUT018,1716.213779
FDS58,OUT017,2785.659303
NCA53,OUT027,858.3665937
FDF50,OUT046,2785.659303
NCW42,OUT049,3845.930347
NCQ17,OUT045,2785.659303
FDK51,OUT018,3845.930347
NCW41,OUT010,471.3068467
NCR29,OUT017,858.3665937
FDB08,OUT019,471.3068467
FDA40,OUT027,2846.400823
FDL14,OUT018,2785.659303
FDB47,OUT046,3845.930347
FDO03,OUT035,3845.930347
DRK13,OUT019,471.3068467
FDX13,OUT010,471.3068467
FDF52,OUT046,2785.659303
FDT11,OUT013,2785.659303
FDB08,OUT013,2785.659303
FDQ28,OUT018,2785.659303
FDD29,OUT045,3845.930347
NCQ29,OUT027,5669.163351
NCO02,OUT013,858.3665937
FDR56,OUT010,471.3068467
NCM54,OUT049,1716.213779
FDP51,OUT035,1716.213779
FDT38,OUT013,1716.213779
FDZ20,OUT018,3845.930347
FDJ53,OUT013,1716.213779
FDX13,OUT049,3845.930347
FDP58,OUT035,3845.930347
NCK31,OUT019,207.1305035
FDA35,OUT018,1716.213779
FDV37,OUT018,2785.659303
NCO07,OUT027,5669.163351
FDA20,OUT045,2785.659303
FDZ59,OUT035,2785.659303
NCY17,OUT017,858.3665937
FDQ28,OUT035,2785.659303
FDV35,OUT017,2785.659303
FDQ36,OUT013,858.3665937
FDD34,OUT018,2785.659303
FDK51,OUT045,3845.930347
FDV31,OUT035,2785.659303
FDR04,OUT035,1716.213779
FDR14,OUT049,858.3665937
DRC36,OUT010,471.3068467
FDE39,OUT019,207.1305035
FDP57,OUT049,1716.213779
FDE57,OUT046,1716.213779
NCN18,OUT046,1716.213779
NCQ05,OUT018,2785.659303
FDW47,OUT035,1716.213779
FDV46,OUT035,1716.213779
NCP29,OUT045,858.3665937
FDE09,OUT018,1716.213779
NCU06,OUT027,5669.163351
FDT19,OUT010,471.3068467
DRF15,OUT017,2785.659303
DRI51,OUT013,2785.659303
NCX54,OUT013,1716.213779
DRE01,OUT013,3845.930347
NCB07,OUT045,2785.659303
FDU50,OUT035,1716.213779
FDG40,OUT035,858.3665937
FDW10,OUT018,2785.659303
FDX51,OUT013,2785.659303
NCP17,OUT045,858.3665937
FDP21,OUT035,2785.659303
FDL04,OUT045,1716.213779
FDV23,OUT013,1716.213779
FDF24,OUT046,1716.213779
FDH56,OUT027,2846.400823
FDB51,OUT049,858.3665937
FDI58,OUT027,2846.400823
FDR20,OUT013,858.3665937
FDC51,OUT018,1716.213779
FDB16,OUT027,2846.400823
FDE40,OUT049,858.3665937
NCM17,OUT035,858.3665937
FDU56,OUT035,2785.659303
FDS32,OUT019,207.1305035
FDX02,OUT049,3845.930347
FDT39,OUT027,4117.317713
FDE35,OUT017,858.3665937
NCI42,OUT019,471.3068467
DRL23,OUT046,1716.213779
FDA10,OUT046,1716.213779
FDA11,OUT013,1716.213779
NCM06,OUT046,2785.659303
NCT05,OUT035,3845.930347
NCQ02,OUT010,471.3068467
NCY06,OUT049,1716.213779
FDY56,OUT035,3845.930347
FDL02,OUT035,1716.213779
NCI06,OUT035,2785.659303
FDQ14,OUT045,2785.659303
FDQ12,OUT017,3845.930347
FDP36,OUT046,858.3665937
FDK21,OUT027,5669.163351
FDO40,OUT045,2785.659303
NCK54,OUT019,207.1305035
FDY09,OUT018,2785.659303
NCW30,OUT049,3845.930347
NCC55,OUT027,858.3665937
FDE58,OUT018,1716.213779
FDR39,OUT013,2785.659303
FDU28,OUT049,2785.659303
FDH08,OUT017,3845.930347
FDG35,OUT045,2785.659303
FDG22,OUT049,858.3665937
FDC34,OUT035,2785.659303
FDP15,OUT018,3845.930347
FDK34,OUT010,471.3068467
FDU45,OUT035,1716.213779
FDQ04,OUT027,858.3665937
FDX22,OUT018,3845.930347
FDB45,OUT017,1716.213779
NCH43,OUT027,5669.163351
DRE60,OUT046,3845.930347
FDD17,OUT027,5669.163351
NCM54,OUT017,1716.213779
NCH55,OUT013,1716.213779
NCT06,OUT017,2785.659303
FDA48,OUT027,5669.163351
FDY58,OUT027,5669.163351
FDO25,OUT045,3845.930347
FDN50,OUT045,1716.213779
FDH35,OUT035,2785.659303
FDK09,OUT045,3845.930347
FDO16,OUT013,1716.213779
FDW11,OUT045,858.3665937
FDU47,OUT027,2846.400823
NCQ42,OUT010,207.1305035
FDK55,OUT027,2846.400823
FDN08,OUT049,1716.213779
FDT57,OUT045,3845.930347
FDJ12,OUT018,3845.930347
DRL59,OUT017,858.3665937
NCN53,OUT046,858.3665937
FDO51,OUT010,207.1305035
FDK56,OUT017,2785.659303
FDY12,OUT035,858.3665937
FDU15,OUT035,858.3665937
FDQ19,OUT046,3845.930347
DRF15,OUT045,2785.659303
DRE25,OUT019,207.1305035
FDK57,OUT018,1716.213779
FDD33,OUT010,471.3068467
FDR34,OUT027,5669.163351
FDU04,OUT045,1716.213779
FDE35,OUT019,207.1305035
NCD31,OUT035,2785.659303
FDJ56,OUT035,1716.213779
NCU53,OUT046,2785.659303
FDD39,OUT035,3845.930347
NCU17,OUT019,207.1305035
FDJ20,OUT046,1716.213779
NCW41,OUT018,2785.659303
FDL52,OUT035,858.3665937
FDS39,OUT035,1716.213779
DRJ47,OUT045,2785.659303
FDP13,OUT010,207.1305035
DRK39,OUT010,207.1305035
FDF28,OUT010,207.1305035
FDB09,OUT045,1716.213779
FDM51,OUT046,1716.213779
DRM49,OUT018,858.3665937
DRF23,OUT013,2785.659303
DRH01,OUT035,2785.659303
FDH12,OUT027,2846.400823
FDA28,OUT019,207.1305035
FDW37,OUT018,1716.213779
FDF02,OUT046,1716.213779
DRL37,OUT046,858.3665937
NCF43,OUT046,1716.213779
FDH08,OUT010,471.3068467
FDR34,OUT019,471.3068467
NCK19,OUT049,2785.659303
NCD55,OUT018,858.3665937
FDT27,OUT049,3845.930347
FDQ57,OUT045,2785.659303
FDA47,OUT035,2785.659303
DRG15,OUT027,858.3665937
FDE05,OUT018,2785.659303
FDN46,OUT046,1716.213779
FDX27,OUT027,2846.400823
FDT51,OUT045,1716.213779
FDU33,OUT013,858.3665937
FDJ16,OUT027,858.3665937
FDD20,OUT019,207.1305035
FDT36,OUT049,858.3665937
DRF15,OUT027,4117.317713
FDN52,OUT010,207.1305035
FDC22,OUT027,5669.163351
FDX15,OUT045,2785.659303
FDT13,OUT013,2785.659303
FDU04,OUT017,1716.213779
FDU31,OUT019,471.3068467
FDW59,OUT027,2846.400823
NCO29,OUT046,2785.659303
FDL15,OUT035,2785.659303
FDI41,OUT049,2785.659303
FDQ48,OUT049,1716.213779
DRI39,OUT013,858.3665937
FDI08,OUT013,3845.930347
FDC21,OUT049,1716.213779
FDF58,OUT035,858.3665937
FDS08,OUT010,471.3068467
FDE47,OUT045,1716.213779
NCP18,OUT019,471.3068467
NCR41,OUT013,1716.213779
FDA27,OUT013,3845.930347
FDA43,OUT035,2785.659303
FDA49,OUT045,1716.213779
NCE55,OUT018,2785.659303
DRM49,OUT027,858.3665937
FDF22,OUT027,5669.163351
FDQ15,OUT018,1716.213779
NCS54,OUT017,2785.659303
NCY05,OUT013,858.3665937
FDR45,OUT046,3845.930347
FDK57,OUT049,1716.213779
FDF41,OUT010,471.3068467
FDV21,OUT046,1716.213779
FDD51,OUT046,858.3665937
FDF33,OUT046,1716.213779
FDA38,OUT046,3845.930347
FDR56,OUT045,2785.659303
NCN41,OUT017,1716.213779
FDC60,OUT027,2846.400823
FDB47,OUT045,3845.930347
DRH01,OUT013,2785.659303
FDW08,OUT046,1716.213779
FDF38,OUT027,858.3665937
FDY32,OUT017,2785.659303
FDG34,OUT049,1716.213779
FDG47,OUT019,471.3068467
NCF18,OUT035,2785.659303
FDL39,OUT019,471.3068467
NCH55,OUT035,1716.213779
DRJ35,OUT049,858.3665937
FDS44,OUT035,3845.930347
DRE01,OUT018,3845.930347
FDY39,OUT013,2785.659303
FDY32,OUT018,2785.659303
FDR33,OUT027,2846.400823
NCP50,OUT049,1716.213779
FDZ47,OUT018,1716.213779
FDU57,OUT049,2785.659303
FDY44,OUT013,2785.659303
DRH59,OUT018,858.3665937
FDB03,OUT027,5669.163351
FDY46,OUT045,2785.659303
FDM39,OUT045,2785.659303
FDY36,OUT035,858.3665937
NCM55,OUT035,2785.659303
FDJ50,OUT010,207.1305035
DRL60,OUT013,2785.659303
NCJ54,OUT049,3845.930347
FDX59,OUT017,858.3665937
FDI07,OUT013,2785.659303
DRF51,OUT010,207.1305035
FDM14,OUT017,1716.213779
FDP21,OUT045,2785.659303
FDE40,OUT035,858.3665937
FDE05,OUT035,2785.659303
FDM13,OUT027,2846.400823
FDC34,OUT027,4117.317713
NCI55,OUT018,1716.213779
NCE43,OUT018,2785.659303
FDW58,OUT018,1716.213779
FDG60,OUT045,3845.930347
FDV31,OUT017,2785.659303
FDR47,OUT013,2785.659303
FDM60,OUT019,207.1305035
NCF06,OUT018,3845.930347
NCN26,OUT027,2846.400823
FDQ59,OUT049,1716.213779
FDF09,OUT046,858.3665937
NCS06,OUT017,3845.930347
FDT44,OUT046,1716.213779
FDI19,OUT017,3845.930347
FDT22,OUT017,858.3665937
NCF54,OUT027,4117.317713
DRG25,OUT045,2785.659303
FDB59,OUT017,2785.659303
FDQ37,OUT017,2785.659303
FDP56,OUT035,858.3665937
FDW44,OUT035,2785.659303
FDJ26,OUT010,471.3068467
FDU43,OUT018,3845.930347
FDW33,OUT045,1716.213779
NCX53,OUT027,2846.400823
FDN56,OUT010,471.3068467
DRF15,OUT049,2785.659303
FDO33,OUT017,1716.213779
FDZ39,OUT010,207.1305035
NCJ19,OUT017,858.3665937
FDU01,OUT035,2785.659303
FDT12,OUT035,3845.930347
NCM18,OUT018,858.3665937
FDP19,OUT017,1716.213779
NCR42,OUT049,858.3665937
FDN10,OUT046,1716.213779
FDG44,OUT017,858.3665937
FDQ10,OUT046,2785.659303
DRH13,OUT049,1716.213779
FDT52,OUT013,3845.930347
FDM56,OUT045,1716.213779
NCO43,OUT010,207.1305035
NCV29,OUT035,2785.659303
NCF06,OUT013,3845.930347
FDO50,OUT035,1716.213779
FDT59,OUT013,3845.930347
FDX40,OUT027,858.3665937
FDE50,OUT017,2785.659303
FDX51,OUT017,2785.659303
NCD30,OUT018,1716.213779
FDK15,OUT013,1716.213779
FDL12,OUT045,858.3665937
FDK46,OUT017,3845.930347
DRH49,OUT010,207.1305035
FDQ57,OUT046,2785.659303
FDY59,OUT017,1716.213779
FDO09,OUT018,3845.930347
NCG30,OUT035,1716.213779
FDM09,OUT017,2785.659303
NCN17,OUT027,2846.400823
NCS42,OUT013,1716.213779
FDD02,OUT019,207.1305035
FDE34,OUT013,2785.659303
FDU38,OUT045,2785.659303
FDB33,OUT046,2785.659303
NCJ29,OUT017,1716.213779
FDZ27,OUT035,858.3665937
FDI40,OUT013,1716.213779
FDG22,OUT013,858.3665937
FDT51,OUT017,1716.213779
FDF20,OUT018,2785.659303
FDV50,OUT035,1716.213779
FDT02,OUT049,858.3665937
DRC49,OUT017,2785.659303
FDF26,OUT049,2785.659303
FDV52,OUT035,1716.213779
FDX59,OUT049,858.3665937
FDV25,OUT035,3845.930347
FDW23,OUT027,858.3665937
FDE53,OUT018,1716.213779
FDA19,OUT017,1716.213779
FDH22,OUT046,1716.213779
NCO41,OUT013,1716.213779
FDX12,OUT017,3845.930347
FDF17,OUT013,2785.659303
FDS11,OUT045,3845.930347
FDR51,OUT035,2785.659303
FDT49,OUT010,207.1305035
FDC56,OUT013,1716.213779
FDR13,OUT027,2846.400823
FDQ60,OUT035,1716.213779
FDN38,OUT049,3845.930347
NCL29,OUT013,2785.659303
FDO13,OUT027,4117.317713
FDE26,OUT018,2785.659303
FDA31,OUT010,471.3068467
FDX14,OUT035,858.3665937
FDA34,OUT045,2785.659303
FDF26,OUT013,2785.659303
FDE38,OUT045,2785.659303
DRI11,OUT046,1716.213779
FDQ60,OUT027,2846.400823
FDL21,OUT027,858.3665937
DRC12,OUT027,5669.163351
FDC47,OUT046,3845.930347
FDE57,OUT045,1716.213779
FDT14,OUT045,1716.213779
NCZ53,OUT046,2785.659303
